6523940 function calls (6485944 primitive calls) in 150.803 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      414    0.000    0.000    0.000    0.000 module.py:579(remove_from)
     2140    0.019    0.000    0.086    0.000 module.py:69(__init__)
      216    0.009    0.000    0.121    0.001 module.py:703(_load_from_state_dict)
      216    0.000    0.000    0.000    0.000 module.py:740(<dictcomp>)
      344    0.001    0.000    0.004    0.000 module.py:833(_named_members)
      344    0.001    0.000    0.005    0.000 module.py:846(parameters)
      344    0.000    0.000    0.004    0.000 module.py:870(named_parameters)
      486    0.000    0.000    0.000    0.000 module.py:891(<lambda>)
      867    0.000    0.000    0.001    0.000 module.py:944(children)
      867    0.001    0.000    0.001    0.000 module.py:953(named_children)
        1    0.000    0.000    0.000    0.000 module.py:98(register_buffer)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 netrc.py:10(NetrcParseError)
        1    0.000    0.000    0.000    0.000 netrc.py:22(netrc)
       25    0.001    0.000    0.003    0.000 normalization.py:131(__init__)
       25    0.000    0.000    0.001    0.000 normalization.py:146(reset_parameters)
     4000    0.017    0.000    1.344    0.000 normalization.py:151(forward)
        5    0.000    0.000    0.003    0.001 optimizer.py:159(zero_grad)
        1    0.000    0.000    0.000    0.000 optimizer.py:176(add_param_group)
        1    0.000    0.000    0.000    0.000 optimizer.py:32(__init__)
      378    0.001    0.000    0.001    0.000 os.py:674(__getitem__)
      360    0.000    0.000    0.001    0.000 os.py:697(__iter__)
      378    0.000    0.000    0.000    0.000 os.py:752(encode)
      708    0.000    0.000    0.000    0.000 os.py:756(decode)
      209    0.000    0.000    0.001    0.000 parameter.py:23(__new__)
        3    0.000    0.000    0.000    0.000 parse.py:1016(splitport)
       81    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
        3    0.000    0.000    0.000    0.000 parse.py:146(username)
       24    0.000    0.000    0.000    0.000 parse.py:154(hostname)
        3    0.000    0.000    0.000    0.000 parse.py:178(_userinfo)
       24    0.000    0.000    0.000    0.000 parse.py:190(_hostinfo)
        3    0.000    0.000    0.000    0.000 parse.py:325(geturl)
       33    0.000    0.000    0.001    0.000 parse.py:361(urlparse)
        3    0.000    0.000    0.000    0.000 parse.py:386(_splitnetloc)
        3    0.000    0.000    0.000    0.000 parse.py:394(_checknetloc)
       36    0.000    0.000    0.000    0.000 parse.py:412(urlsplit)
        6    0.000    0.000    0.000    0.000 parse.py:451(<genexpr>)
        6    0.000    0.000    0.000    0.000 parse.py:469(urlunparse)
        6    0.000    0.000    0.000    0.000 parse.py:480(urlunsplit)
        3    0.000    0.000    0.000    0.000 parse.py:619(unquote)
        3    0.000    0.000    0.000    0.000 parse.py:782(quote)
        3    0.000    0.000    0.000    0.000 parse.py:853(quote_from_bytes)
        3    0.000    0.000    0.000    0.000 parse.py:875(urlencode)
       81    0.000    0.000    0.000    0.000 parse.py:98(_noop)
        3    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        3    0.000    0.000    0.002    0.001 parser.py:41(parse)
        3    0.000    0.000    0.002    0.001 parser.py:59(parsestr)
        1    0.000    0.000    0.000    0.000 pathlib.py:683(_format_parsed_parts)
        3    0.000    0.000    0.000    0.000 pathlib.py:700(__str__)
        6    0.000    0.000    0.000    0.000 poolmanager.py:159(__init__)
        3    0.000    0.000    0.010    0.003 poolmanager.py:162(<lambda>)
        3    0.000    0.000    0.001    0.000 poolmanager.py:177(_new_pool)
        6    0.000    0.000    0.010    0.002 poolmanager.py:204(clear)
        3    0.000    0.000    0.001    0.000 poolmanager.py:213(connection_from_host)
        3    0.000    0.000    0.001    0.000 poolmanager.py:236(connection_from_context)
        3    0.000    0.000    0.001    0.000 poolmanager.py:249(connection_from_pool_key)
        3    0.000    0.000    0.002    0.001 poolmanager.py:273(connection_from_url)
        3    0.000    0.000    0.000    0.000 poolmanager.py:289(_merge_pool_kwargs)
        3    0.000    0.000    0.000    0.000 poolmanager.py:68(_default_key_normalizer)
        9    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
        1    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        1    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
       12    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        6    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
        5    0.000    0.000    0.000    0.000 posixpath.py:75(join)
        3    0.000    0.000    0.000    0.000 queue.py:11(_init)
       33    0.000    0.000    0.000    0.000 queue.py:121(put)
       69    0.000    0.000    0.000    0.000 queue.py:14(_qsize)
       36    0.000    0.000    0.000    0.000 queue.py:153(get)
       33    0.000    0.000    0.000    0.000 queue.py:17(_put)
       33    0.000    0.000    0.000    0.000 queue.py:20(_get)
        3    0.000    0.000    0.000    0.000 queue.py:33(__init__)
        6    0.000    0.000    0.000    0.000 re.py:170(match)
      160    0.000    0.000    0.257    0.002 re.py:185(sub)
    51626    0.011    0.000    0.047    0.000 re.py:232(compile)
      806    0.001    0.000    0.002    0.000 re.py:252(escape)
    51792    0.024    0.000    0.038    0.000 re.py:271(_compile)
        1    0.000    0.000    0.000    0.000 re.py:297(_compile_repl)
     5736    0.004    0.000    0.004    0.000 re.py:307(_subx)
        6    0.000    0.000    0.002    0.000 request.py:2456(getproxies_environment)
        3    0.000    0.000    0.015    0.005 request.py:2522(_proxy_bypass_macosx_sysconf)
        6    0.000    0.000    0.000    0.000 request.py:2538(ip2num)
        3    0.000    0.000    0.021    0.007 request.py:2585(proxy_bypass_macosx_sysconf)
        3    0.000    0.000    0.001    0.000 request.py:2589(getproxies_macosx_sysconf)
        3    0.000    0.000    0.022    0.007 request.py:2599(proxy_bypass)
        3    0.000    0.000    0.002    0.001 request.py:2612(getproxies)
        9    0.000    0.000    0.000    0.000 request.py:41(__init__)
        3    0.000    0.000    0.000    0.000 request.py:90(set_file_position)
        3    0.000    0.000    0.000    0.000 response.py:193(__init__)
        6    0.000    0.000    0.000    0.000 response.py:249(<genexpr>)
        3    0.000    0.000    0.000    0.000 response.py:273(release_conn)
        3    0.000    0.000    0.000    0.000 response.py:304(_init_length)
        3    0.000    0.000    0.000    0.000 response.py:330(<listcomp>)
        3    0.000    0.000    0.000    0.000 response.py:356(_init_decoder)
        3    0.000    0.000    0.000    0.000 response.py:38(assert_header_parsing)
        6    0.000    0.000    0.000    0.000 response.py:412(_error_catcher)
        3    0.000    0.000    0.001    0.000 response.py:469(read)
        3    0.000    0.000    0.001    0.000 response.py:543(stream)
        3    0.000    0.000    0.001    0.000 response.py:569(from_httplib)
        3    0.000    0.000    0.000    0.000 response.py:605(getheader)
        3    0.000    0.000    0.000    0.000 response.py:623(closed)
        6    0.000    0.000    0.000    0.000 response.py:7(is_fp_closed)
        6    0.000    0.000    0.000    0.000 retry.py:161(__init__)
        6    0.000    0.000    0.000    0.000 retry.py:196(<listcomp>)
        3    0.000    0.000    0.000    0.000 retry.py:317(_is_method_retryable)
        3    0.000    0.000    0.000    0.000 retry.py:326(is_retry)
        1    0.000    0.000    0.000    0.000 rnn.py:131(_apply)
        1    0.000    0.000    0.000    0.000 rnn.py:137(<listcomp>)
        5    0.000    0.000    0.000    0.000 rnn.py:140(to)
        1    0.000    0.000    0.010    0.010 rnn.py:144(reset_parameters)
        5    0.000    0.000    0.000    0.000 rnn.py:149(check_input)
        5    0.000    0.000    0.000    0.000 rnn.py:161(get_expected_hidden_size)
       10    0.000    0.000    0.000    0.000 rnn.py:173(check_hidden_size)
        5    0.000    0.000    0.000    0.000 rnn.py:176(invert_permutation)
       10    0.000    0.000    0.001    0.000 rnn.py:18(apply_permutation)
        5    0.000    0.000    0.204    0.041 rnn.py:185(pack_padded_sequence)
        5    0.000    0.000    0.085    0.017 rnn.py:237(pad_packed_sequence)
        1    0.000    0.000    0.011    0.011 rnn.py:27(__init__)
        5    0.019    0.004    0.111    0.022 rnn.py:288(pad_sequence)
        5    0.000    0.000    0.000    0.000 rnn.py:329(<listcomp>)
        1    0.000    0.000    0.011    0.011 rnn.py:503(__init__)
        5    0.000    0.000    0.000    0.000 rnn.py:506(check_forward_args)
        5    0.000    0.000    0.001    0.000 rnn.py:516(permute_hidden)
        5    0.000    0.000    1.494    0.299 rnn.py:532(forward)
       10    0.000    0.000    0.001    0.000 rnn.py:65(__new__)
        2    0.000    0.000    0.000    0.000 rnn.py:81(<listcomp>)
        1    0.000    0.000    0.000    0.000 rnn.py:88(<listcomp>)
       29    0.000    0.000    0.000    0.000 rnn.py:92(__setattr__)
        2    0.000    0.000    0.000    0.000 rnn.py:99(flatten_parameters)
      206    0.000    0.000    0.000    0.000 serialization.py:100(_cpu_deserialize)
      206    0.000    0.000    0.000    0.000 serialization.py:154(default_restore_location)
        1    0.000    0.000    0.000    0.000 serialization.py:174(_is_path)
        1    0.000    0.000    0.000    0.000 serialization.py:181(__init__)
        1    0.000    0.000    0.000    0.000 serialization.py:184(__enter__)
        1    0.000    0.000    0.000    0.000 serialization.py:192(__init__)
        1    0.000    0.000    0.000    0.000 serialization.py:195(__exit__)
        1    0.000    0.000    0.000    0.000 serialization.py:210(_open_file_like)
        1    0.000    0.000    0.000    0.000 serialization.py:253(_is_compressed_file)
        1    0.000    0.000    0.000    0.000 serialization.py:261(_should_read_directly)
        1    0.000    0.000    0.000    0.000 serialization.py:277(_check_seekable)
        1    0.000    0.000    0.259    0.259 serialization.py:448(load)
        2    0.000    0.000    0.002    0.001 serialization.py:47(_is_zipfile)
        1    0.000    0.000    0.257    0.257 serialization.py:549(_legacy_load)
        1    0.000    0.000    0.000    0.000 serialization.py:595(legacy_load)
      207    0.001    0.000    0.001    0.000 serialization.py:649(persistent_load)
      414    0.000    0.000    0.000    0.000 serialization.py:716(_maybe_decode_ascii)
        1    0.000    0.000    0.000    0.000 serialization.py:728(_get_restore_location)
      206    0.000    0.000    0.000    0.000 serialization.py:736(restore_location)
        3    0.000    0.000    0.000    0.000 sessions.py:143(resolve_redirects)
        3    0.000    0.000    0.001    0.000 sessions.py:365(__init__)
        3    0.000    0.000    0.000    0.000 sessions.py:420(__enter__)
        3    0.000    0.000    0.010    0.003 sessions.py:423(__exit__)
        3    0.000    0.000    0.003    0.001 sessions.py:426(prepare_request)
        3    0.000    0.000    1.232    0.411 sessions.py:466(request)
       21    0.000    0.000    0.001    0.000 sessions.py:49(merge_setting)
        3    0.000    0.000    1.204    0.401 sessions.py:617(send)
        3    0.000    0.000    0.000    0.000 sessions.py:668(<listcomp>)
        3    0.000    0.000    0.024    0.008 sessions.py:690(merge_environment_settings)
        3    0.000    0.000    0.000    0.000 sessions.py:719(get_adapter)
        9    0.000    0.000    0.000    0.000 sessions.py:73(<listcomp>)
        3    0.000    0.000    0.010    0.003 sessions.py:733(close)
        6    0.000    0.000    0.000    0.000 sessions.py:738(mount)
        6    0.000    0.000    0.000    0.000 sessions.py:744(<listcomp>)
        3    0.000    0.000    0.000    0.000 sessions.py:80(merge_hooks)
        3    0.000    0.000    0.000    0.000 sessions.py:97(get_redirect_target)
        6    0.000    0.000    0.000    0.000 six.py:614(itervalues)
       12    0.000    0.000    0.000    0.000 six.py:939(ensure_str)
       27    0.000    0.000    0.000    0.000 six.py:959(ensure_text)
        6    0.000    0.000    0.000    0.000 socket.py:139(__init__)
        3    0.000    0.000    0.000    0.000 socket.py:221(makefile)
        3    0.000    0.000    0.000    0.000 socket.py:406(_decref_socketios)
        3    0.000    0.000    0.000    0.000 socket.py:412(_real_close)
        3    0.000    0.000    0.001    0.000 socket.py:416(close)
        3    0.000    0.000    0.000    0.000 socket.py:422(detach)
        3    0.000    0.000    0.000    0.000 socket.py:432(family)
        3    0.000    0.000    0.000    0.000 socket.py:438(type)
        3    0.000    0.000    0.000    0.000 socket.py:563(__init__)
        3    0.000    0.000    0.316    0.105 socket.py:575(readinto)
        6    0.000    0.000    0.000    0.000 socket.py:614(readable)
        3    0.000    0.000    0.000    0.000 socket.py:652(close)
        3    0.000    0.000    0.003    0.001 socket.py:731(getaddrinfo)
       12    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
        3    0.000    0.000    0.163    0.054 sparse.py:105(reset_parameters)
      480    0.001    0.000    0.080    0.000 sparse.py:111(forward)
        3    0.000    0.000    0.163    0.054 sparse.py:80(__init__)
       17    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
       17    0.000    0.000    0.000    0.000 sre_compile.py:276(_optimize_charset)
       29    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        5    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       24    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    17/12    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        7    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       12    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
       24    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       12    0.000    0.000    0.001    0.000 sre_compile.py:598(_code)
       19    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
    63/12    0.000    0.000    0.001    0.000 sre_compile.py:71(_compile)
       12    0.000    0.000    0.002    0.000 sre_compile.py:759(compile)
       64    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      137    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
        5    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
      427    0.000    0.000    0.000    0.000 sre_parse.py:164(__getitem__)
       29    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      132    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
    73/22    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
       13    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
      216    0.000    0.000    0.000    0.000 sre_parse.py:233(__next)
       97    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
      175    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
       71    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       28    0.000    0.000    0.000    0.000 sre_parse.py:343(_escape)
        6    0.000    0.000    0.000    0.000 sre_parse.py:408(_uniq)
    24/12    0.000    0.000    0.001    0.000 sre_parse.py:411(_parse_sub)
    31/13    0.000    0.000    0.001    0.000 sre_parse.py:469(_parse)
       12    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       44    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
       10    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       12    0.000    0.000    0.000    0.000 sre_parse.py:897(fix_flags)
       12    0.000    0.000    0.001    0.000 sre_parse.py:913(parse)
        1    0.000    0.000    0.000    0.000 sre_parse.py:945(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:954(addgroup)
       10    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
        3    0.000    0.000    0.000    0.000 ssl.py:1023(sendall)
        3    0.000    0.000    0.316    0.105 ssl.py:1060(recv_into)
        3    0.001    0.000    0.001    0.000 ssl.py:1128(_real_close)
        3    0.000    0.000    0.551    0.184 ssl.py:1132(do_handshake)
        3    0.000    0.000    0.000    0.000 ssl.py:191(_dnsname_match)
        3    0.000    0.000    0.000    0.000 ssl.py:240(_inet_paton)
        3    0.000    0.000    0.000    0.000 ssl.py:287(match_hostname)
        3    0.000    0.000    0.007    0.002 ssl.py:398(__new__)
        3    0.000    0.000    0.000    0.000 ssl.py:402(_encode_hostname)
        3    0.000    0.000    0.551    0.184 ssl.py:410(wrap_socket)
        3    0.000    0.000    0.000    0.000 ssl.py:512(options)
        3    0.000    0.000    0.000    0.000 ssl.py:516(options)
        6    0.000    0.000    0.000    0.000 ssl.py:549(verify_mode)
        6    0.000    0.000    0.000    0.000 ssl.py:557(verify_mode)
        3    0.000    0.000    0.551    0.184 ssl.py:813(_create)
       15    0.000    0.000    0.000    0.000 ssl.py:908(_checkClosed)
        6    0.000    0.000    0.000    0.000 ssl.py:912(_check_connected)
        3    0.000    0.000    0.316    0.105 ssl.py:920(read)
        3    0.000    0.000    0.001    0.000 ssl.py:950(getpeercert)
        3    0.000    0.000    0.000    0.000 ssl.py:996(send)
        6    0.000    0.000    0.000    0.000 ssl_.py:181(resolve_cert_reqs)
        3    0.000    0.000    0.000    0.000 ssl_.py:204(resolve_ssl_version)
        3    0.000    0.000    0.009    0.003 ssl_.py:220(create_urllib3_context)
        3    0.000    0.000    0.594    0.198 ssl_.py:296(ssl_wrap_socket)
        3    0.000    0.000    0.000    0.000 ssl_.py:386(is_ipaddress)
        5    0.000    0.000    0.000    0.000 stream_data.py:126(n_remaining_samples)
        5    0.000    0.000    0.000    0.000 stream_data.py:134(has_more_samples)
        1    0.000    0.000    2.928    2.928 stream_data.py:37(__init__)
        1    0.000    0.000    1.062    1.062 stream_data.py:57(prepare_for_use)
        1    0.000    0.000    0.000    0.000 stream_data.py:75(restart)
        5    0.019    0.004   57.484   11.497 stream_data.py:83(next_sample)
       15    0.000    0.000    0.001    0.000 structures.py:40(__init__)
       66    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       57    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
       15    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
       75    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        6    0.000    0.000    0.000    0.000 structures.py:60(__len__)
        1    0.000    0.000    0.000    0.000 tarfile.py:1026(frombuf)
        1    0.000    0.000    0.000    0.000 tarfile.py:1089(fromtarfile)
        1    0.000    0.000    0.000    0.000 tarfile.py:1413(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:1524(open)
        1    0.000    0.000    0.000    0.000 tarfile.py:1615(taropen)
        1    0.000    0.000    0.000    0.000 tarfile.py:164(nts)
        1    0.000    0.000    0.000    0.000 tarfile.py:172(nti)
        1    0.000    0.000    0.000    0.000 tarfile.py:2268(next)
        1    0.000    0.000    0.000    0.000 tarfile.py:2355(_check)
        5    0.000    0.000   87.142   17.428 tensor.py:167(backward)
      160    0.000    0.000    0.004    0.000 tensor.py:393(__rsub__)
      430    0.000    0.000    0.000    0.000 tensor.py:464(__hash__)
        9    0.000    0.000    0.000    0.000 threading.py:216(__init__)
       69    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
       69    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
       66    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
       66    0.000    0.000    0.000    0.000 threading.py:335(notify)
       18    0.000    0.000    0.000    0.000 threading.py:75(RLock)
       36    0.000    0.000    0.000    0.000 timeout.py:109(_validate_timeout)
        3    0.000    0.000    0.000    0.000 timeout.py:155(from_float)
        6    0.000    0.000    0.000    0.000 timeout.py:171(clone)
        3    0.000    0.000    0.000    0.000 timeout.py:185(start_connect)
        9    0.000    0.000    0.000    0.000 timeout.py:210(connect_timeout)
        3    0.000    0.000    0.000    0.000 timeout.py:228(read_timeout)
       12    0.000    0.000    0.000    0.000 timeout.py:95(__init__)
    39185    0.016    0.000    0.033    0.000 tokenization_bert.py:106(whitespace_tokenize)
        1    0.005    0.005    0.036    0.036 tokenization_bert.py:135(__init__)
        1    0.007    0.007    0.007    0.007 tokenization_bert.py:167(<listcomp>)
      160    0.023    0.000    1.419    0.009 tokenization_bert.py:179(_tokenize)
    47709    0.027    0.000    0.048    0.000 tokenization_bert.py:189(_convert_token_to_id)
      320    0.001    0.000    0.003    0.000 tokenization_bert.py:202(build_inputs_with_special_tokens)
      160    0.001    0.000    0.002    0.000 tokenization_bert.py:242(create_token_type_ids_from_sequences)
        1    0.000    0.000    0.000    0.000 tokenization_bert.py:278(__init__)
      160    0.036    0.000    1.211    0.008 tokenization_bert.py:298(tokenize)
    30908    0.082    0.000    0.138    0.000 tokenization_bert.py:329(_run_strip_accents)
    30908    0.138    0.000    0.393    0.000 tokenization_bert.py:340(_run_split_on_punc)
    30908    0.012    0.000    0.019    0.000 tokenization_bert.py:360(<listcomp>)
      160    0.091    0.001    0.178    0.001 tokenization_bert.py:362(_tokenize_chinese_chars)
   212610    0.056    0.000    0.056    0.000 tokenization_bert.py:375(_is_chinese_char)
      160    0.148    0.001    0.451    0.003 tokenization_bert.py:397(_clean_text)
        1    0.000    0.000    0.000    0.000 tokenization_bert.py:414(__init__)
    38865    0.118    0.000    0.179    0.000 tokenization_bert.py:419(tokenize)
   212610    0.072    0.000    0.098    0.000 tokenization_bert.py:471(_is_whitespace)
   212610    0.096    0.000    0.165    0.000 tokenization_bert.py:483(_is_control)
   181862    0.124    0.000    0.199    0.000 tokenization_bert.py:495(_is_punctuation)
        1    0.011    0.011    0.025    0.025 tokenization_bert.py:95(load_vocab)
      480    0.000    0.000    0.000    0.000 tokenization_utils.py:104(sep_token)
        6    0.001    0.000    0.001    0.000 tokenization_utils.py:1142(truncate_sequences)
      480    0.000    0.000    0.000    0.000 tokenization_utils.py:118(cls_token)
      320    0.001    0.000    0.003    0.000 tokenization_utils.py:1287(special_tokens_map)
      320    0.002    0.000    0.006    0.000 tokenization_utils.py:1299(all_special_tokens)
        1    0.000    0.000    0.000    0.000 tokenization_utils.py:147(unk_token)
        1    0.000    0.000    0.000    0.000 tokenization_utils.py:151(sep_token)
        1    0.000    0.000    0.000    0.000 tokenization_utils.py:155(pad_token)
        1    0.000    0.000    0.000    0.000 tokenization_utils.py:159(cls_token)
        1    0.000    0.000    0.000    0.000 tokenization_utils.py:163(mask_token)
      480    0.000    0.000    0.001    0.000 tokenization_utils.py:186(sep_token_id)
      480    0.000    0.000    0.002    0.000 tokenization_utils.py:201(cls_token_id)
        1    0.000    0.000    0.000    0.000 tokenization_utils.py:216(__init__)
        1    0.000    0.000    0.472    0.472 tokenization_utils.py:249(from_pretrained)
        1    0.000    0.000    0.472    0.472 tokenization_utils.py:305(_from_pretrained)
      160    0.000    0.000    0.002    0.000 tokenization_utils.py:561(num_added_tokens)
      160    0.001    0.000    1.689    0.011 tokenization_utils.py:634(tokenize)
      160    0.001    0.000    0.260    0.002 tokenization_utils.py:646(lowercase_text)
      160    0.001    0.000    0.002    0.000 tokenization_utils.py:648(<listcomp>)
   212610    0.102    0.000    0.169    0.000 tokenization_utils.py:653(<lambda>)
      800    0.001    0.000    0.002    0.000 tokenization_utils.py:659(split_on_token)
      160    0.003    0.000    1.424    0.009 tokenization_utils.py:677(split_on_tokens)
      320    0.000    0.000    1.419    0.004 tokenization_utils.py:695(<genexpr>)
     1120    0.016    0.000    0.086    0.000 tokenization_utils.py:712(convert_tokens_to_ids)
    47709    0.017    0.000    0.065    0.000 tokenization_utils.py:727(_convert_token_to_id_with_added_voc)
      160    0.001    0.000    1.783    0.011 tokenization_utils.py:738(encode)
      160    0.001    0.000    1.782    0.011 tokenization_utils.py:794(encode_plus)
      160    0.001    0.000    1.774    0.011 tokenization_utils.py:867(get_input_ids)
    47710    0.008    0.000    0.008    0.000 tokenization_utils.py:97(unk_token)
      160    0.001    0.000    0.007    0.000 tokenization_utils.py:979(prepare_for_model)
        1    0.000    0.000    2.928    2.928 transformers.py:23(__init__)
      160    0.003    0.000   57.352    0.358 transformers.py:31(transform)
       29    0.000    0.000    0.000    0.000 types.py:164(__get__)
       12    0.001    0.000    0.001    0.000 url.py:210(_encode_invalid_chars)
        6    0.000    0.000    0.000    0.000 url.py:247(_remove_path_dot_segments)
        9    0.000    0.000    0.000    0.000 url.py:277(_normalize_host)
        9    0.000    0.000    0.000    0.000 url.py:300(<listcomp>)
       27    0.000    0.000    0.000    0.000 url.py:305(_idna_encode)
       27    0.000    0.000    0.000    0.000 url.py:306(<listcomp>)
        3    0.000    0.000    0.000    0.000 url.py:323(_encode_target)
        6    0.000    0.000    0.001    0.000 url.py:336(parse_url)
       36    0.000    0.000    0.000    0.000 url.py:417(ensure_type)
        6    0.000    0.000    0.000    0.000 url.py:91(__new__)
        3    0.000    0.000    0.000    0.000 utils.py:107(super_len)
        3    0.000    0.000    0.001    0.000 utils.py:168(get_netrc_auth)
        3    0.000    0.000    0.000    0.000 utils.py:227(extract_zipped_paths)
       21    0.000    0.000    0.000    0.000 utils.py:284(to_key_val_list)
        3    0.000    0.000    0.000    0.000 utils.py:450(_parse_content_type_header)
        3    0.000    0.000    0.000    0.000 utils.py:475(get_encoding_from_headers)
       48    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        3    0.000    0.000    0.000    0.000 utils.py:514(iter_slices)
        3    0.000    0.000    0.000    0.000 utils.py:565(unquote_unreserved)
        3    0.000    0.000    0.000    0.000 utils.py:589(requote_uri)
        6    0.000    0.000    0.000    0.000 utils.py:672(set_environ)
        3    0.000    0.000    0.022    0.007 utils.py:694(should_bypass_proxies)
        3    0.000    0.000    0.000    0.000 utils.py:702(<lambda>)
        3    0.000    0.000    0.024    0.008 utils.py:755(get_environ_proxies)
        6    0.000    0.000    0.000    0.000 utils.py:767(select_proxy)
        3    0.000    0.000    0.000    0.000 utils.py:793(default_user_agent)
        3    0.000    0.000    0.000    0.000 utils.py:802(default_headers)
        3    0.000    0.000    0.000    0.000 utils.py:906(get_auth_from_url)
       12    0.000    0.000    0.000    0.000 utils.py:927(check_header_validity)
        5    0.021    0.004    0.202    0.040 wos_classifier.py:104(abs_max_pooling)
        1    0.000    0.000    0.011    0.011 wos_classifier.py:44(__init__)
        5    0.028    0.006    2.015    0.403 wos_classifier.py:70(forward)
        1    0.053    0.053  150.734  150.734 wos_train.py:10(train_wos_batch)
       64    0.007    0.000    0.007    0.000 {built-in method __new__ of type object at 0x10b0bcab0}
      102    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
    73/32    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
     1011    0.002    0.000    0.002    0.000 {built-in method _codecs.utf_8_decode}
       10    0.000    0.000    0.000    0.000 {built-in method _has_compatible_shallow_copy_type}
        6    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       30    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring_ascii}
      209    0.001    0.000    0.001    0.000 {built-in method _make_subclass}
        5    0.129    0.026    0.129    0.026 {built-in method _pack_padded_sequence}
        5    0.039    0.008    0.039    0.008 {built-in method _pad_packed_sequence}
        4    0.000    0.000    0.000    0.000 {built-in method _pickle.load}
        3    0.001    0.000    0.001    0.000 {built-in method _scproxy._get_proxies}
        3    0.006    0.002    0.006    0.002 {built-in method _scproxy._get_proxy_settings}
        3    0.003    0.001    0.003    0.001 {built-in method _socket.getaddrinfo}
        3    0.014    0.005    0.014    0.005 {built-in method _socket.gethostbyname}
        3    0.000    0.000    0.000    0.000 {built-in method _socket.inet_aton}
        3    0.000    0.000    0.000    0.000 {built-in method _socket.inet_pton}
       12    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        3    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        5    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      165    0.022    0.000    0.022    0.000 {built-in method addmm}
      165    0.002    0.000    0.002    0.000 {built-in method arange}
